series id,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
LRHUTTTTESM156N,LRHUTTTTESM156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Monthly Unemployment Rate Total: 15 Years or over for Spain,1986-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-15 13:51:09-06:00,3,"OECD Data Filters:  REF_AREA: ESP MEASURE: UNE_LF_M UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
TAMP312UR,TAMP312UR,2024-12-11,2024-12-11,"Unemployment Rate in Tampa-St. Petersburg-Clearwater, FL (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2024-11-27 13:33:08-06:00,3,
LAUMT124530000000003A,LAUMT124530000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Tampa-St. Petersburg-Clearwater, FL (MSA)",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:36:28-05:00,3,
LRUNTTTTDEA156N,LRUNTTTTDEA156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: 15 Years or over for Germany,1962-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-07-15 13:54:06-05:00,2,"OECD Data Filters:  REF_AREA: DEU MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUNTTTTDEQ156N,LRUNTTTTDEQ156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: 15 Years or over for Germany,1962-01-01,2024-04-01,Quarterly,Q,Percent,%,Not Seasonally Adjusted,NSA,2024-10-15 13:55:08-05:00,2,"OECD Data Filters:  REF_AREA: DEU MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRHUTTTTESA156N,LRHUTTTTESA156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Monthly Unemployment Rate Total: 15 Years or over for Spain,1987-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-15 13:57:02-05:00,2,"OECD Data Filters:  REF_AREA: ESP MEASURE: UNE_LF_M UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRHUTTTTESA156S,LRHUTTTTESA156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Monthly Unemployment Rate Total: 15 Years or over for Spain,1987-01-01,2023-01-01,Annual,A,Percent,%,Seasonally Adjusted,SA,2024-05-15 14:03:50-05:00,1,"OECD Data Filters:  REF_AREA: ESP MEASURE: UNE_LF_M UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRHUTTTTESQ156N,LRHUTTTTESQ156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Monthly Unemployment Rate Total: 15 Years or over for Spain,1986-04-01,2024-07-01,Quarterly,Q,Percent,%,Not Seasonally Adjusted,NSA,2024-11-15 13:47:11-06:00,1,"OECD Data Filters:  REF_AREA: ESP MEASURE: UNE_LF_M UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LAUMT081974000000003A,LAUMT081974000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Denver-Aurora-Lakewood, CO (MSA)",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:36:13-05:00,1,
CAORAN7URN,CAORAN7URN,2024-12-11,2024-12-11,"Unemployment Rate in Orange County, CA",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:20:03-06:00,24,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
UNRATECTM,UNRATECTM,2024-12-11,2024-12-11,"FOMC Summary of Economic Projections for the Civilian Unemployment Rate, Central Tendency, Midpoint",2024-01-01,2027-01-01,Annual,A,"Fourth Quarter, Percent","Fourth Qtr., %",Not Seasonally Adjusted,NSA,2024-09-18 14:08:05-05:00,24,"Projections for the unemployment rate are for the average civilian unemployment rate in the fourth quarter of each year. Each participant's projections are based on his or her assessment of appropriate monetary policy. The range for each variable in a given year includes all participants' projections, from lowest to highest, for that variable in the given year; the central tendencies exclude the three highest and three lowest projections for each year. This series represents the midpoint of the central tendency forecast's high and low values established by the Federal Open Market Committee.  Digitized originals of this release can be found at https://fraser.stlouisfed.org/publication/?pid=677."
LMJVTTUVUSA647S,LMJVTTUVUSA647S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Unfilled Vacancies for United States,2001-01-01,2023-01-01,Annual,A,Persons,Persons,Seasonally Adjusted,SA,2024-04-10 11:09:50-05:00,3,"OECD Data Filters:  REF_AREA: USA MEASURE: VAC_U UNIT_MEASURE: PS TRANSFORMATION: _Z ADJUSTMENT: Y SECTOR: S1 FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMJVTTUVUSM647N,LMJVTTUVUSM647N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Unfilled Vacancies for United States,2000-12-01,2024-01-01,Monthly,M,Persons,Persons,Not Seasonally Adjusted,NSA,2024-04-10 11:10:41-05:00,1,"OECD Data Filters:  REF_AREA: USA MEASURE: VAC_U UNIT_MEASURE: PS TRANSFORMATION: _Z ADJUSTMENT: N SECTOR: S1 FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMJVTTUVUSA647N,LMJVTTUVUSA647N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Unfilled Vacancies for United States,2001-01-01,2023-01-01,Annual,A,Persons,Persons,Not Seasonally Adjusted,NSA,2024-04-10 11:12:41-05:00,1,"OECD Data Filters:  REF_AREA: USA MEASURE: VAC_U UNIT_MEASURE: PS TRANSFORMATION: _Z ADJUSTMENT: N SECTOR: S1 FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMJVTTUVUSQ647N,LMJVTTUVUSQ647N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Unfilled Vacancies for United States,2001-01-01,2023-10-01,Quarterly,Q,Persons,Persons,Not Seasonally Adjusted,NSA,2024-04-10 11:10:41-05:00,1,"OECD Data Filters:  REF_AREA: USA MEASURE: VAC_U UNIT_MEASURE: PS TRANSFORMATION: _Z ADJUSTMENT: N SECTOR: S1 FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
JACK212UR,JACK212UR,2024-12-11,2024-12-11,"Unemployment Rate in Jacksonville, FL (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2024-11-27 13:33:07-06:00,8,
LRUN64TTGRA156N,LRUN64TTGRA156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Greece,1998-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-04-10 11:21:04-05:00,5,"OECD Data Filters:  REF_AREA: GRC MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
MTUR,MTUR,2024-12-11,2024-12-11,Unemployment Rate in Montana,1976-01-01,2024-10-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-11-20 10:50:12-06:00,23,
LASV832URN,LASV832URN,2024-12-11,2024-12-11,"Unemployment Rate in Las Vegas-Henderson-Paradise, NV (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:08:04-06:00,22,
LAUMT122726000000003A,LAUMT122726000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Jacksonville, FL (MSA)",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:36:30-05:00,2,
LRUN64TTGRA156S,LRUN64TTGRA156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Greece,1998-01-01,2023-01-01,Annual,A,Percent,%,Seasonally Adjusted,SA,2024-04-10 11:43:21-05:00,2,"OECD Data Filters:  REF_AREA: GRC MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN64TTGRQ156N,LRUN64TTGRQ156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Greece,1998-01-01,2024-04-01,Quarterly,Q,Percent,%,Not Seasonally Adjusted,NSA,2024-10-15 13:54:08-05:00,1,"OECD Data Filters:  REF_AREA: GRC MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
DCUR,DCUR,2024-12-11,2024-12-11,Unemployment Rate in the District of Columbia,1976-01-01,2024-10-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-11-20 10:50:12-06:00,19,
LMUNRRTTCHM156S,LMUNRRTTCHM156S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Switzerland,1970-01-01,2023-12-01,Monthly,M,Growth rate previous period,Growth rate previous period,Seasonally Adjusted,SA,2024-04-10 11:07:09-05:00,11,"OECD Data Filters:  REF_AREA: CHE MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: Y SECTOR: S1 FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRRTTCHQ156S,LMUNRRTTCHQ156S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Switzerland,1970-01-01,2023-10-01,Quarterly,Q,Growth rate previous period,Growth rate previous period,Seasonally Adjusted,SA,2024-04-10 11:08:41-05:00,11,"OECD Data Filters:  REF_AREA: CHE MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: Y SECTOR: S1 FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
DCDIST5URN,DCDIST5URN,2024-12-11,2024-12-11,Unemployment Rate in the District of Columbia,1976-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:07:05-06:00,5,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LAUST300000000000003A,LAUST300000000000003A,2024-12-11,2024-12-11,Unemployment Rate in Montana,1976-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-03-01 10:22:04-06:00,4,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
