series id,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
OHCUYA5URN,OHCUYA5URN,2024-12-11,2024-12-11,"Unemployment Rate in Cuyahoga County, OH",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:26:02-06:00,10,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
FLBREV3URN,FLBREV3URN,2024-12-11,2024-12-11,"Unemployment Rate in Brevard County, FL",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:20:06-06:00,10,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
NYWEST9URN,NYWEST9URN,2024-12-11,2024-12-11,"Unemployment Rate in Westchester County, NY",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:13:03-06:00,10,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
NCMECK9URN,NCMECK9URN,2024-12-11,2024-12-11,"Unemployment Rate in Mecklenburg County, NC",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:13:03-06:00,10,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LNS13023654,LNS13023654,2024-12-11,2024-12-11,Job Losers on Layoff as a Percent of Total Unemployed,1967-01-01,2024-11-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-12-06 07:47:30-06:00,9,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS13023654
LAUMT553334000000003A,LAUMT553334000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Milwaukee-Waukesha-West Allis, WI (MSA)",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:35:45-05:00,3,
MILW355UR,MILW355UR,2024-12-11,2024-12-11,"Unemployment Rate in Milwaukee-Waukesha-West Allis, WI (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2024-11-27 13:31:09-06:00,3,
DAYT339URN,DAYT339URN,2024-12-11,2024-12-11,"Unemployment Rate in Dayton, OH (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:26:02-06:00,9,
BAKE506URN,BAKE506URN,2024-12-11,2024-12-11,"Unemployment Rate in Bakersfield, CA (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:09:03-06:00,9,
MADI555UR,MADI555UR,2024-12-11,2024-12-11,"Unemployment Rate in Madison, WI (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2024-11-27 13:31:02-06:00,8,
